date,USD_spread,KHR_spread,lambda_usd_R40,lambda_khr_R40,PD_usd_R30,PD_usd_R40,PD_usd_R50,PD_khr_R30,PD_khr_R40,PD_khr_R50
2017-10-01,5.423311009444285,11.15893155920724,0.09038851682407142,0.185982192653454,0.07455064622677476,0.0864238234024064,0.1027907981375461,0.14735611839446827,0.16971161991679218,0.20002806340371493
2017-11-01,6.600893910592676,10.830799163601508,0.11001489850987793,0.18051331939335846,0.08998890245120783,0.10417921119776374,0.12367467219054085,0.14334987761384,0.16515843896025328,0.1947608647632958
2017-12-01,6.611384717022452,10.208919880091596,0.11018974528370754,0.17014866466819326,0.09012527437877527,0.10433582888016812,0.12385852009041032,0.13570550068950293,0.1564605972311084,0.18468309236855074
2018-01-01,4.756408229749331,10.489846870072396,0.07927347049582219,0.17483078116787326,0.06569158735039071,0.07621273866168354,0.09074360747717136,0.1391671733790968,0.16040091527450806,0.18925113797336435
2018-02-01,4.042571404200893,10.68491908903242,0.06737619007001489,0.178081984817207,0.056115073404585214,0.06515654364585888,0.07766928629316938,0.14156275631167048,0.16312619027015274,0.19240806726766468
2018-03-01,7.009230160302738,8.71613740781211,0.1168205026717123,0.1452689567968685,0.09528188544702831,0.11025511433937196,0.13080223610642605,0.11707608510099998,0.13521032923035148,0.1599742628553521
2018-04-01,6.199866485592179,9.19566016766166,0.10333110809320298,0.153261002794361,0.08476052004357304,0.09817167861470844,0.11661780023537294,0.12310373175129774,0.14209422321751275,0.16799198380138036
2018-05-01,6.163824964776113,9.32462233733182,0.10273041607960189,0.15541037228886367,0.08428916123952035,0.09762979480806955,0.11598080192024729,0.12471776516197397,0.1439361994703744,0.17013516989300725
2018-06-01,5.546220839518918,8.741638613243017,0.09243701399198197,0.1456939768873836,0.07617417508090474,0.0882933660826245,0.10499360617153308,0.11739767829211023,0.13557780411686193,0.1604025869960518
2018-07-01,6.055079177287716,7.531219282041187,0.1009179862881286,0.1255203213673531,0.08286548859049647,0.0959928291707034,0.1140560423069652,0.10200326530737935,0.11796215997005721,0.13982926953457897
2018-08-01,6.217916778266188,6.8880801171298405,0.10363194630443646,0.11480133528549734,0.08499649448192526,0.0984429422284776,0.11693664882378196,0.09371472055700913,0.1084567555014353,0.12869361561098636
2018-09-01,6.65190312347265,7.543087196850146,0.1108650520578775,0.12571811994750243,0.09065178875250002,0.10494047277926766,0.12456822962039671,0.10215550024116382,0.11813660854904373,0.14003341396493985
2018-10-01,6.655345067646177,7.95271743638652,0.11092241779410296,0.132545290606442,0.09069650087862091,0.10499181705529714,0.1246284912918274,0.10739421799006299,0.12413673517053725,0.14704999903797633
2018-11-01,6.199332342683443,7.7142624104709645,0.10332220571139071,0.12857104017451607,0.0847535361786701,0.09816365015892614,0.11660836313821132,0.10434837116941797,0.12064890905551162,0.14297247942420777
2018-12-01,6.284875330665088,7.271700355090752,0.10474792217775146,0.12119500591817921,0.08587132329427705,0.09944849696159674,0.11811843021687907,0.0986678412445291,0.11413880542730459,0.13535305125074615
2019-01-01,5.739834621976876,8.32402655868157,0.09566391036628127,0.13873377597802616,0.0787258647562904,0.0912306072787975,0.10845261619387547,0.11211643503686164,0.12954026509443528,0.15336070015148673
2019-02-01,6.0129392048444625,7.640551695979112,0.10021565341407437,0.12734252826631853,0.08231320775593087,0.09535769220357138,0.11330905449145268,0.1034047441250584,0.1195679519203956,0.14170810545649526
2019-03-01,6.425252917605821,6.048068174173338,0.10708754862676369,0.10080113623622229,0.08770267464406678,0.10155298825508441,0.12059088595378809,0.08277362637716001,0.09588718971400045,0.11393180648005996
2019-04-01,6.024435353598168,4.632724152402355,0.10040725589330281,0.07721206920670592,0.08246390772185408,0.09553100730822794,0.11351290167614159,0.0640392841263212,0.07430647830154424,0.08849161250669824
2019-05-01,6.209528012492889,5.363840087551602,0.10349213354154815,0.0893973347925267,0.08488683433853983,0.09831688423327622,0.11678848016228749,0.07376406462265217,0.08551785419568803,0.1017230060703379
2019-06-01,5.75948040620338,6.425631745335511,0.09599134010338967,0.10709386242225852,0.07898438780359995,0.09152811669277583,0.10880285033372539,0.08770761182391529,0.10155866084787168,0.12059754881971008
2019-07-01,5.995935770463524,5.461154518176912,0.09993226284105874,0.0910192419696152,0.08209026886391868,0.09510128877214907,0.11300746738803136,0.07505082887699055,0.08699985719076253,0.10346961210343208
2019-08-01,6.2709316576790055,5.266891820887301,0.10451552762798343,0.08778153034812168,0.08568921499538684,0.09923918938047671,0.11787246255711681,0.07248036204460528,0.08403903546097091,0.09997958845246946
2019-09-01,5.983153925094264,5.579171099320966,0.0997192320849044,0.09298618498868277,0.08192264527130244,0.09490849698089165,0.11278069037506855,0.07660893419045023,0.08879391146838755,0.1055832257330398
2019-10-01,5.451580799664438,5.600194480995247,0.09085967999440729,0.09333657468325413,0.07492431732582105,0.08685416546148994,0.10329793307645785,0.07688621830388398,0.08911313276224786,0.10595921998521951
2019-11-01,5.6396624904232056,4.873830747411469,0.09399437484038677,0.0812305124568578,0.07740654965035387,0.08971211725900052,0.10666466172347044,0.06725754279562846,0.07801886118994938,0.09287644556094854
2019-12-01,5.28074085089351,5.025525591300451,0.08801234751489183,0.08375875985500753,0.07266384742615128,0.08425043057792836,0.10022884212537442,0.0692766716585217,0.08034691341921085,0.09562439427620995
2020-01-01,5.853956580628373,6.513614796986305,0.09756594301047289,0.10856024661643841,0.08022660692318884,0.09295747353119233,0.11048519836230564,0.08885355248207316,0.10287515554758953,0.12214363834969744
2020-02-01,6.075837177024264,6.307230178716708,0.1012639529504044,0.1051205029786118,0.08313741795409502,0.09630553141887299,0.11442377445665242,0.08616320822245027,0.09978396266389411,0.11851262865769052
2020-03-01,6.062224700952701,5.386721366484724,0.10103707834921168,0.08977868944141207,0.08295910390313,0.09610048283743555,0.11418264393071165,0.07406677889924762,0.08586652972457054,0.10213398655472083
2020-04-01,5.499034393399627,5.479745545012243,0.0916505732233271,0.09132909241687072,0.07555122146171034,0.08757608080243473,0.10414856406933859,0.07529644989966322,0.08728270687054351,0.10380289854822145
2020-05-01,6.101062375623681,7.300141057853472,0.10168437292706135,0.1216690176308912,0.08346775901139303,0.09668538277211536,0.11487043849857193,0.09903397428916527,0.11455861450429883,0.1358447347365318
2020-06-01,5.8783550110618386,5.262679688276365,0.0979725835176973,0.08771132813793941,0.08054713716177486,0.09332623878170399,0.11091914777699474,0.07242454842660073,0.08397473071967854,0.09990376515221655
2020-07-01,5.9152140285034545,7.311420416310908,0.09858690047505757,0.12185700693851514,0.08103115442070297,0.09388305280035603,0.11157431919036087,0.09917913857573624,0.11472505237253983,0.13603965508993554
2020-08-01,5.803225627417669,7.41175703195157,0.09672042712362781,0.1235292838658595,0.07955977987588247,0.0921902303525789,0.10958222167544718,0.10046943242160411,0.11620424009135288,0.13777165382092005
2020-09-01,5.162599959396651,6.371430530861111,0.08604333265661085,0.10619050884768517,0.07109743567764593,0.08244552971409891,0.09810033314146827,0.08700094748168341,0.10074668395670827,0.11964373831892272
