Date,KHR_Term_Deposits,KHR_Term_Loans,USD_Term_Deposits,USD_Term_Loans,spread_usd,spread_khr
2017-01-01,5.409114491690006,32.05814120201551,3.503252014851531,10.78261100837876,7.279358993527229,26.649026710325508
2017-02-01,6.267879332711853,20.35726509405374,3.5213157709182865,10.74745012529118,7.226134354372894,14.089385761341887
2017-03-01,6.231806581757978,21.238867876513797,3.4664163582618093,12.568870313497303,9.102453955235493,15.007061294755818
2017-04-01,5.336201434515659,17.461574518837327,3.4271730834269145,11.922263329730752,8.495090246303837,12.12537308432167
2017-05-01,5.264053268052737,17.736952830162558,3.564003835771967,10.487314881262035,6.923311045490069,12.47289956210982
2017-06-01,5.294488900201779,17.33289070147078,3.6547966494887394,10.796872746994092,7.1420760975053525,12.038401801269002
2017-07-01,4.621916577037324,17.565109090994042,3.445148489940191,11.14677857901729,7.701630089077099,12.943192513956717
2017-08-01,5.491431901501429,16.808893920173492,3.319573382117675,10.899850748298595,7.580277366180921,11.317462018672064
2017-09-01,5.682065756192596,16.55766169441665,3.573912374860651,10.57051076940945,6.9965983945487995,10.875595938224055
2017-10-01,5.390333420208267,16.549264979415508,3.33616404592931,8.759475055373596,5.423311009444285,11.15893155920724
2017-11-01,5.271806490047943,16.10260565364945,3.606937793360528,10.207831703953204,6.600893910592676,10.830799163601508
2017-12-01,4.7045265517559445,14.91344643184754,3.3041639165244776,9.91554863354693,6.611384717022452,10.208919880091596
2018-01-01,5.277411426852752,15.767258296925146,3.281992952585391,8.038401182334722,4.756408229749331,10.489846870072395
2018-02-01,4.790214557053262,15.47513364608568,3.4055126256079475,7.44808402980884,4.042571404200893,10.68491908903242
2018-03-01,6.00288993421793,14.71902734203004,3.359880587673442,10.36911074797618,7.009230160302738,8.71613740781211
2018-04-01,4.360911889743984,13.556572057405644,3.2387444371382452,9.438610922730424,6.199866485592179,9.19566016766166
2018-05-01,5.5030085221749045,14.827630859506725,3.4344911477987066,9.59831611257482,6.163824964776113,9.32462233733182
2018-06-01,5.275411762217109,14.017050375460126,3.663501919721501,9.20972275924042,5.546220839518918,8.741638613243017
2018-07-01,5.380536372832621,12.911755654873808,3.5596890204648832,9.6147681977526,6.055079177287716,7.531219282041187
2018-08-01,5.414131656194288,12.302211773324128,3.394873364948106,9.612790143214294,6.217916778266188,6.8880801171298405
2018-09-01,5.054524487488782,12.597611684338927,3.222783940106487,9.874687063579136,6.65190312347265,7.543087196850146
2018-10-01,4.995446667008538,12.948164103395058,3.092645434003103,9.74799050164928,6.655345067646177,7.9527174363865205
2018-11-01,4.428773561984085,12.14303597245505,3.2453113914976206,9.444643734181064,6.199332342683443,7.7142624104709645
2018-12-01,5.085540137977659,12.35724049306841,3.351021929742949,9.635897260408036,6.284875330665088,7.2717003550907515
2019-01-01,4.541472826553725,12.865499385235296,3.092520576754274,8.83235519873115,5.739834621976876,8.32402655868157
2019-02-01,5.143048300553718,12.78359999653283,3.3579260186676563,9.37086522351212,6.0129392048444625,7.640551695979112
2019-03-01,5.266806553146667,11.314874727320005,3.407491386790795,9.832744304396616,6.425252917605821,6.048068174173338
2019-04-01,5.5852787349245325,10.218002887326888,3.3564299054480355,9.380865259046203,6.024435353598168,4.632724152402355
2019-05-01,5.121219716319643,10.485059803871245,3.394019231906794,9.603547244399683,6.209528012492889,5.363840087551602
2019-06-01,3.992238534216498,10.417870279552009,3.6088043091898,9.36828471539318,5.75948040620338,6.425631745335511
2019-07-01,5.134624238016864,10.595778756193775,3.6181855378525993,9.614121308316124,5.995935770463524,5.461154518176912
2019-08-01,4.755226971675739,10.02211879256304,3.553513264050274,9.82444492172928,6.2709316576790055,5.266891820887301
2019-09-01,4.668105976749894,10.24727707607086,3.279252176989423,9.262406102083688,5.983153925094264,5.579171099320966
